Cenario 1;Cenario 2;Cenario 3
69.35053390935833;48.85350464232481;14.951313884377164
69.35053390935833;48.85350464232481;14.951313884377164
69.35053390935833;48.85350464232481;14.951313884377164
69.35053390935833;48.85350464232481;14.951313884377164
69.35053390935833;48.85350464232481;14.951313884377164
69.35053390935833;48.85350464232481;14.951313884377164
69.35053390935833;48.85350464232481;14.951313884377164
69.35053390935833;48.85350464232481;14.951313884377164
69.35053390935833;48.85350464232481;14.951313884377164
69.35053390935833;48.85350464232481;14.951313884377164
69.35053390935833;48.85350464232481;14.951313884377164
