Cenario 1;Cenario 2;Cenario 3;Cenario 4;Cenario 5;Cenario 6
0;0;0;0;0;0
0;0;0;0;0;0
46.01151567380668;98.06844170127883;98.06844170127883;11.250376144061422;98.06844170127883;-17.961313172509428
163.3304544153329;147.38630345836663;338.6646821969392;20.34742325286131;338.6646821969392;-120.98976006889112
-112.28057074491079;51.639387109471336;490.13088550496826;248.4031886416599;490.13088550496826;-554.9617166255036
184.84526462654554;345.6586539579457;705.3373435715026;582.9905999151183;705.3373435715026;-215.89216268864544
243.84127915237832;519.7435544656314;705.3373435715026;645.097124872893;705.3373435715026;-491.3797032776397
-51.6254094050456;356.2167139699377;566.6744783231247;434.81755583964934;478.68965839345776;-503.1792254524705
-19.70384301306064;259.5697604464657;566.6744783231247;450.29710939154154;495.1316712335505;-212.43631547522085
-5.381426659841988;295.6155286106325;443.4038804033961;317.0658863425513;422.0111849234447;-88.12675823323866
-44.93057050104101;170.78704950786454;289.2972708677439;93.57316386819394;263.21723708385883;-95.63978137255701
0;0;0;0;0;0
