Cenario 1;Cenario 2;Cenario 3
65.86169991228657;46.04860743979516;14.951313884377164
65.86169991228657;46.04860743979516;14.951313884377164
65.86169991228657;46.04860743979516;14.951313884377164
65.86169991228657;46.04860743979516;14.951313884377164
65.86169991228657;46.04860743979516;14.951313884377164
65.86169991228657;46.04860743979516;14.951313884377164
65.86169991228657;46.04860743979516;14.951313884377164
65.86169991228657;46.04860743979516;14.951313884377164
65.86169991228658;46.04860743979517;14.951313884377164
65.86169991228658;46.04860743979517;14.951313884377164
65.86169991228657;46.04860743979516;14.951313884377164
