Cenario 1;Cenario 2;Cenario 3;Cenario 4;Cenario 5;Cenario 6
0;0;0;0;0;0
0.11067401186374015;-37.837399651931285;-26.097562700127536;-38.88198219595084;40.17035696902515;22.640158915701363
1399.3986326462816;143.39759362466452;-664.3864530489119;231.46727686160494;-74.14232626530868;857.6505614429223
5065.601052647342;-180.30205939946006;5036.846162443422;-1586.7507572081543;2896.4814382546624;-478.69326634923306
-143.62654199665764;-1855.73385533566;711.1298378788314;-202.22670436949176;3920.7801696534807;248.6668248119419
188.0820239502052;-3145.9146920196276;6583.346751308167;242.0466529724394;-2647.3637851432973;2236.398581690859
4093.7683537750263;-11.219089320268324;5143.972627666744;5821.567780733522;4644.452883642886;-2848.707731227754
-232.50724051323434;4728.581929207833;11289.905146406742;1749.2208623698684;7292.837498514651;6622.1604941736805
11459.322843580458;-6069.520713068195;5129.0977948666805;9950.874385330795;-642.5074171836509;8339.38468909089
-3013.1596340350097;3376.5691104829193;2186.8192733277915;7053.142585027226;7006.236374605177;3584.667137928266
2195.085348230089;7020.149924336221;5423.705574462196;8267.17998969784;6095.683481564222;216.88486995633338
2677.557678082091;4282.390011600745;3585.763881292266;3690.9456980241725;7228.957963658913;-2737.0366391839175
