Regiao;Cenario 1;Cenario 2;Cenario 3;Cenario 4;Cenario 5;Cenario 6
Sudeste;111.17664155277284;106.38887261790184;100.83264776152632;102.19686749342628;97.7552798446419;118.54265216398015
Sudeste;90.92013381145915;88.82025185194385;107.02460994538734;81.29003543351017;101.88836598623467;100.57461214641128
Sudeste;96.1834161197626;102.57772725824682;102.27293582456713;80.00266432666754;101.55556426754379;107.44345751594048
Sudeste;85.27384163694455;101.72476890608517;93.51745962670455;111.39364887669022;105.47982051691004;97.74122073513794
Sudeste;88.94129352899462;82.327569473715;83.30931554140847;111.55801213189723;119.496270130668;85.66449531032808
Sudeste;102.16831266114444;119.5170860964599;112.57420037991919;92.31509880410619;105.95008992601683;95.88821495623843
Sudeste;100.99926114142748;99.01562263710704;90.67987120107496;93.10480399949657;85.92461590482134;111.0011390718082
Sudeste;83.71577034889187;82.91863461197477;98.28270436018259;91.91217144101734;113.85542934755637;83.1927837711231
Sudeste;105.31274379870422;95.69712540428448;115.16845972032857;106.29240026928801;83.98872761375814;111.46748287947429
Sudeste;84.46329840094245;99.68214750180834;113.23608301043222;101.45685682166017;108.24784163676316;106.21110919749208
Sudeste;107.55723177590106;109.70696845641348;91.12308380409716;118.5689321892304;118.37499931143333;103.70823348112548
Sudeste;87.32354150644883;114.22327308211791;99.4042231878297;101.25199455533287;94.58719989952277;106.61278792046659
Nordeste;113.361825421632;82.75901881078417;108.04672971666119;88.36338870492101;101.46484045791311;100.37012267609592
Nordeste;114.54604769940502;87.78611793818362;84.27288648519894;110.52012366273033;112.5480181806077;118.57740976035797
Nordeste;108.6407477075865;99.99458825115488;99.543034685122;102.89606549439516;113.0954696314632;98.8849284718642
Nordeste;118.62242481340732;95.4087816120388;81.52978449375175;119.37837034700617;109.16266473652021;106.34041743379518
Nordeste;98.3834806220652;88.6336020297066;88.80906265148658;101.15449565368067;95.71635402392977;112.40098825192189
Nordeste;89.07792916653291;118.33069941812087;87.11425090320836;114.2653677161656;89.73797382780339;92.08922489114761
Nordeste;90.75624755017613;109.74843738859232;95.82686545364933;117.92921471138331;104.24477860279896;119.62261185406466
Nordeste;106.33275680450706;95.20057277051939;112.62291932141426;86.47663082210909;87.80868420698867;89.81108386812164
Nordeste;111.02473731941927;86.96663025768953;106.79030280350182;90.63976218801619;98.27445984670237;109.01089219054091
Nordeste;107.11962132832923;93.41323191431734;104.19644850918482;105.83530934406843;91.99296635454053;85.54784670638229
Nordeste;108.3486763592478;109.68919635791707;107.1541340757637;104.68744651977275;97.94494555867105;119.30724264291929
Nordeste;90.12345385441542;101.32556118659848;92.30715766294608;94.4324050808932;107.00245842492478;118.53688261444
Norte;106.15254249803749;118.78656546634443;80.74351262947391;95.09338293354827;95.11628602743181;104.89963180894968
Norte;101.41485439163068;85.8290895211727;116.53084470604627;104.19044229661603;111.13093889657037;108.73037645140218
Norte;80.59802072168733;91.95532896645133;82.23502767380074;95.30048586733936;113.60071942832668;106.45439418238729
Norte;115.49435545480364;82.45162476453916;96.29029390805258;118.7846331295379;80.4415019422812;96.24922897353545
Norte;90.07922867282096;105.51025435191329;116.87835266845049;117.2712993116979;106.1929302625701;102.9090125606764
Norte;99.47383556050369;117.18645995290282;85.23925577700022;117.97078606290188;111.36450553211445;84.92315424957891
Norte;110.91205925444123;117.2805403237908;117.2960751714244;98.64784091320944;103.86613705914768;100.69759152054823
Norte;86.73648294946491;114.02047098102807;91.51485712146767;104.00531185779431;81.90877216338531;85.22246736249134
Norte;116.81063137047735;88.86443925358532;117.56248506017253;113.81319899323017;91.20054358758809;95.07262247484678
Norte;95.6465278031632;93.80964625343607;87.7184134233821;93.50341578563535;80.05368189485763;93.64329353070025
Norte;113.09176268463143;97.50106356588111;92.10704577348652;95.77478724280436;90.80315595611648;93.18518001001678
Norte;86.2448636851966;106.7577230328155;101.6439019803064;113.31967896290985;96.37712109063304;80.90123656797518
